,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
11878,2024-11-09 03:39:31,CNNW,15,CNNW_20241109_030000_CNN_NewsNight_With_Abby_Phillip/start/2340,"TRUMP ALLIES PREP FOR MASS DETENTION OF IMMIGRANTS. . Erin Perrine | Former Communications Director, Never Back Down PAC",TRUMP ALLIES PREP FOR MASS DETENTION OF IMMIGRANTS Erin Perrine Former Communications Director Never Back Down PAC,TRUMP ALLIES PREP FOR MASS DETENTION OF IMMIGRANTS Erin Perrine Former Communications Director Never Back Down PAC
11879,2024-11-09 03:39:55,CNNW,7,CNNW_20241109_030000_CNN_NewsNight_With_Abby_Phillip/start/2340,"INCOMING GOP SENATOR: GOAL IS TO ""DEPORT EVERY ILLEGAL""",INCOMING GOP SENATOR GOAL IS TO DEPORT EVERY ILLEGAL,INCOMING GOP SENATOR GOAL IS TO DEPORT EVERY ILLEGAL
11880,2024-11-09 03:40:19,CNNW,4,CNNW_20241109_030000_CNN_NewsNight_With_Abby_Phillip/start/2400,"INCOMING GOP SENATOR: GOAL IS TO ""DEPORT EVERY ILLEGAL"". . Erin Perrine | Former Communications Director, Never Back Down PAC",INCOMING GOP SENATOR GOAL IS TO DEPORT EVERY ILLEGAL Erin Perrine Former Communications Director Never Back Down PAC,INCOMING GOP SENATOR GOAL IS TO DEPORT EVERY ILLEGAL Erin Perrine Former Communications Director Never Back Down PAC
11881,2024-11-09 03:40:26,CNNW,2,CNNW_20241109_030000_CNN_NewsNight_With_Abby_Phillip/start/2400,MORE REPUBLICANS HINT AT DEPORTATION OF U.S. CITIZEN CHILDREN,MORE REPUBLICANS HINT AT DEPORTATION OF US CITIZEN CHILDREN,MORE REPUBLICANS HINT AT DEPORTATION OF US CITIZEN CHILDREN
11882,2024-11-09 03:40:28,CNNW,14,CNNW_20241109_030000_CNN_NewsNight_With_Abby_Phillip/start/2400,MORE REPUBLICANS HINT AT DEPORTATION OF U.S. CITIZEN CHILDREN. . Shermichael Singleton @W Political Commentator,MORE REPUBLICANS HINT AT DEPORTATION OF US CITIZEN CHILDREN Shermichael Singleton W Political Commentator,MORE REPUBLICANS HINT AT DEPORTATION OF US CITIZEN CHILDREN Shermichael Singleton W Political Commentator
11883,2024-11-09 03:41:35,CNNW,6,CNNW_20241109_030000_CNN_NewsNight_With_Abby_Phillip/start/2460,"HOW TRUMP'S MASS DEPORTATION PROMISE WILL BE EXECUTED. Jay Michaelson | Rabbi & Author, ""God vs. Gay? The Religious Case for Equality""",HOW TRUMPS MASS DEPORTATION PROMISE WILL BE EXECUTED Jay Michaelson Rabbi Author God vs Gay The Religious Case for Equality,HOW TRUMP'S MASS DEPORTATION PROMISE WILL BE EXECUTED Jay Michaelson Rabbi Author God vs Gay The Religious Case for Equality
11884,2024-11-09 03:41:41,CNNW,4,CNNW_20241109_030000_CNN_NewsNight_With_Abby_Phillip/start/2460,"HOW TRUMP'S MASS DEPORTATION PROMISE WILL BE EXECUTED. . Jay Michaelson | Fellow, American Jewish University",HOW TRUMPS MASS DEPORTATION PROMISE WILL BE EXECUTED Jay Michaelson Fellow American Jewish University,HOW TRUMPS MASS DEPORTATION PROMISE WILL BE EXECUTED
11887,2024-11-09 04:24:00,CNNW,61,CNNW_20241109_040000_Laura_Coates_Live/start/1440,TRUMP VOWS TO CARRY OUT MASS DEPORTATIONS UPON TAKING OFFICE,TRUMP VOWS TO CARRY OUT MASS DEPORTATIONS UPON TAKING OFFICE,TRUMP VOWS TO CARRY OUT MASS DEPORTATIONS UPON TAKING OFFICE
11888,2024-11-09 04:28:08,CNNW,4,CNNW_20241109_040000_Laura_Coates_Live/start/1680,MA GOVERNOR VOWS TO FIGHT BACK AGAINST TRUMP'S DEPORTATION PLAN,MA GOVERNOR VOWS TO FIGHT BACK AGAINST TRUMPS DEPORTATION PLAN,MA GOVERNOR VOWS TO FIGHT BACK AGAINST TRUMPS DEPORTATION PLAN
11889,2024-11-09 05:17:46,FOXNEWSW,2,FOXNEWSW_20241109_050000_The_Five/start/1020,ADAMS PULLS PLUG ON MIGRANT DEBIT CARD PROGRAM,ADAMS PULLS PLUG ON MIGRANT DEBIT CARD PROGRAM,ADAMS PULLS PLUG ON MIGRANT DEBIT CARD PROGRAM
11891,2024-11-09 10:19:32,CNNW,24,CNNW_20241109_100000_CNN_Newsroom_Live/start/1140,MIGRANT SUPPORT GROUPS PREPARE FOR POSSIBILITY OF. MASS DEPORTATIONS OF UNDOCUMENTED IMMIGRANTS,MIGRANT SUPPORT GROUPS PREPARE FOR POSSIBILITY OF MASS DEPORTATIONS OF UNDOCUMENTED IMMIGRANTS,MIGRANT SUPPORT GROUPS PREPARE FOR POSSIBILITY OF MASS DEPORTATIONS OF UNDOCUMENTED IMMIGRANTS
11892,2024-11-09 10:19:56,CNNW,6,CNNW_20241109_100000_CNN_Newsroom_Live/start/1140,SOURCES: TRUMP ALLIES PREPPING FOR LARGE-SCALE DEPORTATIONS. . Also considering whether to deport those brought to the U.S. as children,SOURCES TRUMP ALLIES PREPPING FOR LARGESCALE DEPORTATIONS Also considering whether to deport those brought to the US as children,SOURCES TRUMP ALLIES PREPPING FOR LARGESCALE DEPORTATIONS Also considering whether to deport those brought to the US as children
11893,2024-11-09 10:20:18,CNNW,4,CNNW_20241109_100000_CNN_Newsroom_Live/start/1200,"CALIFORNIA GOV, CALLS SPECIAL SESSION TO ""TRUMP-PROOF"" LAWS. . Gavin Newsom aims to safeguard protection for reproductive rights, immigration",CALIFORNIA GOV CALLS SPECIAL SESSION TO TRUMPPROOF LAWS Gavin Newsom aims to safeguard protection for reproductive rights immigration,CALIFORNIA GOV CALLS SPECIAL SESSION TO TRUMPPROOF LAWS
11894,2024-11-09 10:22:13,CNNW,17,CNNW_20241109_100000_CNN_Newsroom_Live/start/1320,TRUMP VOWS MASS DEPORTATION OF IMMIGRANTS WITHOUT LEGAL STATUS,TRUMP VOWS MASS DEPORTATION OF IMMIGRANTS WITHOUT LEGAL STATUS,TRUMP VOWS MASS DEPORTATION OF IMMIGRANTS WITHOUT LEGAL STATUS
11896,2024-11-09 12:07:01,FOXNEWSW,2,FOXNEWSW_20241109_120000_FOX_and_Friends_Saturday/start/420,"TRUMP PROMISES TO TACKLE BORDER CRISIS ""DAY ONE"" | S e",TRUMP PROMISES TO TACKLE BORDER CRISIS DAY ONE S e,TRUMP PROMISES TO TACKLE BORDER CRISIS DAY ONE
11897,2024-11-09 12:20:55,MSNBCW,5,MSNBCW_20241109_120000_The_Weekend/start/1200,""" TRUMP TEAM TARGETS ASYLUM SEEKERS FOR DEPORTATION",TRUMP TEAM TARGETS ASYLUM SEEKERS FOR DEPORTATION,TRUMP TEAM TARGETS ASYLUM SEEKERS FOR DEPORTATION
11901,2024-11-09 13:20:39,CNNW,14,CNNW_20241109_130000_First_of_All_With_Victor_Blackwell/start/1200,"SKEPTICISM, FEAR OVER TRUMP'S VOW OF MASS DEPORTATIONS",SKEPTICISM FEAR OVER TRUMPS VOW OF MASS DEPORTATIONS,SKEPTICISM FEAR OVER TRUMP'S VOW OF MASS DEPORTATIONS
11903,2024-11-09 15:01:51,CNNW,12,CNNW_20241109_150000_The_Chris_Wallace_Show/start/60,TRUMP PLEDGES TO DEPORT MIGRANTS & PARDON JAN. 6 RIOTERS,TRUMP PLEDGES TO DEPORT MIGRANTS PARDON JAN 6 RIOTERS,TRUMP PLEDGES TO DEPORT MIGRANTS PARDON JAN 6 RIOTERS
11904,2024-11-09 15:55:56,FOXNEWSW,2,FOXNEWSW_20241109_150000_Cavuto_Live/start/3300,L P CHAD WOLF | FMR ACTING DHS SECREIARY. . TRUMP SAYS HE WILL TACKLE BORDER CRISIS ON DAY 1,L P CHAD WOLF FMR ACTING DHS SECREIARY TRUMP SAYS HE WILL TACKLE BORDER CRISIS ON DAY 1,CHAD WOLF FMR ACTING DHS SECRETARY TRUMP SAYS HE WILL TACKLE BORDER CRISIS ON DAY 1
11905,2024-11-09 15:57:00,FOXNEWSW,3,FOXNEWSW_20241109_150000_Cavuto_Live/start/3420,"OLF | FMR ACTING DHO SELREIARY. . N A T L Ay LS. TRUMP PLANS BORDER CRACKDOWN, DEPORTATIONS",OLF FMR ACTING DHO SELREIARY N A T L Ay LS TRUMP PLANS BORDER CRACKDOWN DEPORTATIONS,CHAD WOLF FMR ACTING DHS SECRETARY TRUMP PLANS BORDER CRACKDOWN DEPORTATIONS
11909,2024-11-09 17:34:00,FOXNEWSW,2,FOXNEWSW_20241109_170000_Fox_News_Live/start/2040,AN il ;. . STATES PUSH BACK ON TRUMP IMMIGRATION POLICY,AN il STATES PUSH BACK ON TRUMP IMMIGRATION POLICY,AN IL STATES PUSH BACK ON TRUMP IMMIGRATION POLICY
11911,2024-11-09 20:14:38,MSNBCW,5,MSNBCW_20241109_200000_Alex_Witt_Reports/start/840,. NBC: TRUMP COULD DEPORT THOUSANDS OF LEGAL IMMIGRANTS,NBC TRUMP COULD DEPORT THOUSANDS OF LEGAL IMMIGRANTS,NBC TRUMP COULD DEPORT THOUSANDS OF LEGAL IMMIGRANTS
11912,2024-11-09 20:37:20,MSNBCW,3,MSNBCW_20241109_200000_Alex_Witt_Reports/start/2220,"! TRUMP VOWS DEPORTATIONS, END TO BIRTHRIGHT CITIZENSHIP",TRUMP VOWS DEPORTATIONS END TO BIRTHRIGHT CITIZENSHIP,TRUMP VOWS DEPORTATIONS END TO BIRTHRIGHT CITIZENSHIP
11913,2024-11-09 21:07:14,MSNBCW,2,MSNBCW_20241109_210000_MSNBC_Reports/start/420,LEE GELERNT. . ACLU IMMIGRANTS' RIGHTS PROJECT. DEPUTY DIRECTOR,LEE GELERNT ACLU IMMIGRANTS RIGHTS PROJECT DEPUTY DIRECTOR,LEE GELERNT ACLU IMMIGRANTS RIGHTS PROJECT DEPUTY DIRECTOR
11915,2024-11-09 21:29:00,MSNBCW,27,MSNBCW_20241109_210000_MSNBC_Reports/start/1740,"TRUMP: ""ON DAY ONE, | WILL LAUNCH THE LARGEST. DEPORTATION PROGRAM OF CRIMINALS IN AMERICAN HISTORY""",TRUMP ON DAY ONE WILL LAUNCH THE LARGEST DEPORTATION PROGRAM OF CRIMINALS IN AMERICAN HISTORY,TRUMP ON DAY ONE WILL LAUNCH THE LARGEST DEPORTATION PROGRAM OF CRIMINALS IN AMERICAN HISTORY
11916,2024-11-09 21:31:00,MSNBCW,15,MSNBCW_20241109_210000_MSNBC_Reports/start/1860,"TRUMP'S PLAN FOR ""MASS DEPORTATION""",TRUMPS PLAN FOR MASS DEPORTATION,TRUMPS PLAN FOR MASS DEPORTATION
11917,2024-11-09 21:31:38,MSNBCW,4,MSNBCW_20241109_210000_MSNBC_Reports/start/1860,"' TRUMP: THERE'S NO ""PRICE TAG"" FOR DEPORTATION PLAN",TRUMP THERES NO PRICE TAG FOR DEPORTATION PLAN,TRUMP THERES NO PRICE TAG FOR DEPORTATION PLAN
11918,2024-11-09 21:32:18,MSNBCW,4,MSNBCW_20241109_210000_MSNBC_Reports/start/1920,I IMMIGRATION GROUPS BRACE FOR A SECOND TRUMP TERM,I IMMIGRATION GROUPS BRACE FOR A SECOND TRUMP TERM,I IMMIGRATION GROUPS BRACE FOR A SECOND TRUMP TERM
11919,2024-11-09 22:12:46,MSNBCW,21,MSNBCW_20241109_220000_PoliticsNation/start/720,. TRUMP PROMISES TO DEPORT A MILLION PEOPLE A YEAR,TRUMP PROMISES TO DEPORT A MILLION PEOPLE A YEAR,TRUMP PROMISES TO DEPORT A MILLION PEOPLE A YEAR
11920,2024-11-09 22:13:45,MSNBCW,12,MSNBCW_20241109_220000_PoliticsNation/start/780,. TRUMP VOWS TO INITIATE LARGEST. DEPORTATION EFFORT IN AMERICAN HISTORY,TRUMP VOWS TO INITIATE LARGEST DEPORTATION EFFORT IN AMERICAN HISTORY,TRUMP VOWS TO INITIATE LARGEST DEPORTATION EFFORT IN AMERICAN HISTORY
11921,2024-11-09 22:17:51,FOXNEWSW,2,FOXNEWSW_20241109_220000_The_Five/start/1020,MIGRANT CARAVAN DISSIPATES AFTER TRUMP VICTORY.,MIGRANT CARAVAN DISSIPATES AFTER TRUMP VICTORY,MIGRANT CARAVAN DISSIPATES AFTER TRUMP VICTORY
11923,2024-11-09 23:02:19,BBCNEWS,43,BBCNEWS_20241109_230000_BBC_News/start/120,Trump promises sweeping immigration plan,Trump promises sweeping immigration plan,Trump promises sweeping immigration plan
11927,2024-11-09 23:07:06,CNNW,38,CNNW_20241109_230000_CNN_Newsroom/start/420,"TRUMP VOWS MASS DEPORTATIONS ONCE HE TAKES OFFICE. . John Sandweg | Former Acting Director, ICE",TRUMP VOWS MASS DEPORTATIONS ONCE HE TAKES OFFICE John Sandweg Former Acting Director ICE,TRUMP VOWS MASS DEPORTATIONS ONCE HE TAKES OFFICE John Sandweg Former Acting Director ICE
11928,2024-11-09 23:10:00,CNNW,6,CNNW_20241109_230000_CNN_Newsroom/start/600,TRUMP TO USHER IN A NEW ERA OF BORDER & IMMIGRATION POLICIES,TRUMP TO USHER IN A NEW ERA OF BORDER IMMIGRATION POLICIES,TRUMP TO USHER IN A NEW ERA OF BORDER IMMIGRATION POLICIES
11929,2024-11-09 23:10:06,CNNW,19,CNNW_20241109_230000_CNN_Newsroom/start/600,"TRUMP TO USHER IN A NEW ERA OF BORDER & IMMIGRATION POLICIES. . John Sandweg | Former Acting Director, ICE",TRUMP TO USHER IN A NEW ERA OF BORDER IMMIGRATION POLICIES John Sandweg Former Acting Director ICE,TRUMP TO USHER IN A NEW ERA OF BORDER IMMIGRATION POLICIES John Sandweg Former Acting Director ICE
11930,2024-11-09 23:12:00,CNNW,64,CNNW_20241109_230000_CNN_Newsroom/start/720,SOURCE: EARLY TALKS FOCUS ON REMOVING. UNDOCUMENTED IMMIGRANTS WHO HAVE COMMITTED CRIMES,SOURCE EARLY TALKS FOCUS ON REMOVING UNDOCUMENTED IMMIGRANTS WHO HAVE COMMITTED CRIMES,SOURCE EARLY TALKS FOCUS ON REMOVING UNDOCUMENTED IMMIGRANTS WHO HAVE COMMITTED CRIMES
11931,2024-11-09 23:12:57,FOXNEWSW,2,FOXNEWSW_20241109_230000_Fox_Report_With_Jon_Scott/start/720,e BN RN. . - TRUMP PUT IMMIGRATION AT CENTER OF CAMPAIGN,e BN RN TRUMP PUT IMMIGRATION AT CENTER OF CAMPAIGN,TRUMP PUT IMMIGRATION AT CENTER OF CAMPAIGN
11934,2024-11-10 01:08:40,CNNW,22,CNNW_20241110_010000_CNN_Newsroom/start/480,"TRUMP PROMISES INCLUDE DRILLING, DEPORTATION, TARIFFS",TRUMP PROMISES INCLUDE DRILLING DEPORTATION TARIFFS,TRUMP PROMISES INCLUDE DEPORTATION
11935,2024-11-10 01:17:55,MSNBCW,2,MSNBCW_20241110_010000_Ayman/start/1020,. RPT: MUSK ONCE WORKED ILLEGALLY IN THE U.S.,RPT MUSK ONCE WORKED ILLEGALLY IN THE US,MUSK ONCE WORKED ILLEGALLY IN THE US
11936,2024-11-10 02:03:14,FOXNEWSW,2,FOXNEWSW_20241110_020000_One_Nation_With_Brian_Kilmeade/start/180,AMERICA IS DONE WITH MIGRANTS RUSHING BORDER,AMERICA IS DONE WITH MIGRANTS RUSHING BORDER,AMERICA IS DONE WITH MIGRANTS RUSHING BORDER
11937,2024-11-10 02:15:04,MSNBCW,3,MSNBCW_20241110_020000_The_Beat_With_Ari_Melber/start/900,I SHOCK TAPE: PROFITING FROM DEPORTATION,I SHOCK TAPE PROFITING FROM DEPORTATION,I SHOCK TAPE PROFITING FROM DEPORTATION
11938,2024-11-10 02:53:10,CNNW,31,CNNW_20241110_020000_CNN_Newsroom/start/3180,ECONOMISTS DISAGREE WITH TRUMP BLAMING. IMMIGRATION FOR HOUSING CRISIS,ECONOMISTS DISAGREE WITH TRUMP BLAMING IMMIGRATION FOR HOUSING CRISIS,ECONOMISTS DISAGREE WITH TRUMP BLAMING IMMIGRATION FOR HOUSING CRISIS
11939,2024-11-10 05:43:16,FOXNEWSW,2,FOXNEWSW_20241110_050000_The_Big_Weekend_Show/start/2580,ENDING INFLATION AND INVASION R. TRUMP PROMISES TAX CUTS AND MASSIVE DEPORTATION,ENDING INFLATION AND INVASION R TRUMP PROMISES TAX CUTS AND MASSIVE DEPORTATION,ENDING INFLATION AND INVASION R TRUMP PROMISES MASSIVE DEPORTATION
11941,2024-11-10 10:16:03,CNNW,60,CNNW_20241110_100000_CNN_Newsroom_Live/start/960,TRUMP WINS ARIZONA BY APPEALING TO LATINO VOTERS. . Latinos cite the economy and illegal immigration for reasons to support Trump,TRUMP WINS ARIZONA BY APPEALING TO LATINO VOTERS Latinos cite the economy and illegal immigration for reasons to support Trump,TRUMP WINS ARIZONA BY APPEALING TO LATINO VOTERS
11943,2024-11-10 11:45:31,FOXNEWSW,7,FOXNEWSW_20241110_110000_FOX_and_Friends_Sunday/start/2700,TEXAS DPS ENCOUNTERS 114 MIGRANTS AT BORDER,TEXAS DPS ENCOUNTERS 114 MIGRANTS AT BORDER,TEXAS DPS ENCOUNTERS 114 MIGRANTS AT BORDER
11946,2024-11-10 12:34:54,CNNW,8,CNNW_20241110_120000_CNN_This_Morning_Weekend/start/2040,EXPERTS SAY TRUMP'S MASS DEPORTATION PLAN WILL COST BILLIONS,EXPERTS SAY TRUMPS MASS DEPORTATION PLAN WILL COST BILLIONS,EXPERTS SAY TRUMP'S MASS DEPORTATION PLAN WILL COST BILLIONS
11948,2024-11-10 12:36:18,CNNW,14,CNNW_20241110_120000_CNN_This_Morning_Weekend/start/2160,HIGH COST AND COMPLEX LOGISTICS MAKE MASS DEPORTATION COMPLICATED,HIGH COST AND COMPLEX LOGISTICS MAKE MASS DEPORTATION COMPLICATED,HIGH COST AND COMPLEX LOGISTICS MAKE MASS DEPORTATION COMPLICATED
11949,2024-11-10 13:11:51,CNNW,10,CNNW_20241110_130000_Inside_Politics_With_Manu_Raju/start/660,HOW WILL TRUMP'S MIGRANT DEPORTATION PLANS PLAY OUT?,HOW WILL TRUMPS MIGRANT DEPORTATION PLANS PLAY OUT,HOW WILL TRUMP'S MIGRANT DEPORTATION PLANS PLAY OUT
11952,2024-11-10 14:24:42,CNNW,4,CNNW_20241110_140000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash/start/1440,"TRUMP PLEDGED TO DEPORT MILLIONS OF UNDOCUMENTED IMMIGRANTS, HOW?",TRUMP PLEDGED TO DEPORT MILLIONS OF UNDOCUMENTED IMMIGRANTS HOW,TRUMP PLEDGED TO DEPORT MILLIONS OF UNDOCUMENTED IMMIGRANTS HOW
11953,2024-11-10 14:27:28,CNNW,33,CNNW_20241110_140000_State_of_the_Union_With_Jake_Tapper_and_Dana_Bash/start/1620,"JORDAN ON IF ""DREAMERS"" WILL BE DEPORTED UNDER TRUMP PLAN",JORDAN ON IF DREAMERS WILL BE DEPORTED UNDER TRUMP PLAN,JORDAN ON IF DREAMERS WILL BE DEPORTED UNDER TRUMP PLAN
11955,2024-11-10 15:02:00,FOXNEWSW,9,FOXNEWSW_20241110_150000_Sunday_Morning_Futures_With_Maria_Bartiromo/start/120,"!. ECONOMY, IMMIGRATION TOP TRUMP'S 2ND TERM AGENDA",ECONOMY IMMIGRATION TOP TRUMPS 2ND TERM AGENDA,ECONOMY IMMIGRATION TOP TRUMP'S 2ND TERM AGENDA
11956,2024-11-10 15:05:04,CNNW,52,CNNW_20241110_150000_Fareed_Zakaria_GPS/start/300,FAREED'S TAKE. . Democrats ignored public opinion on immigration,FAREEDS TAKE Democrats ignored public opinion on immigration,FAREED'S TAKE Democrats ignored public opinion on immigration
11957,2024-11-10 15:06:29,BBCNEWS,19,BBCNEWS_20241110_150000_BBC_News/start/360,Trump vows major immigration reform,Trump vows major immigration reform,Trump vows major immigration reform
11959,2024-11-10 15:29:13,FOXNEWSW,2,FOXNEWSW_20241110_150000_Sunday_Morning_Futures_With_Maria_Bartiromo/start/1740,Â» TOM HOMAN | FOX NEWS CONTRIBUTOR. 10 MILLION+ MIGRANTS HAVE ILLEGALLY CROSSED,TOM HOMAN FOX NEWS CONTRIBUTOR 10 MILLION MIGRANTS HAVE ILLEGALLY CROSSED,TOM HOMAN FOX NEWS CONTRIBUTOR 10 MILLION MIGRANTS HAVE ILLEGALLY CROSSED
11960,2024-11-10 15:30:39,FOXNEWSW,2,FOXNEWSW_20241110_150000_Sunday_Morning_Futures_With_Maria_Bartiromo/start/1800,' > TOM HOMAN | FORMER ACTING ICE DIRECTOR. TRUMP'S PLAN TO IGNITE ECONOMIC PROSPERITY,TOM HOMAN FORMER ACTING ICE DIRECTOR TRUMPS PLAN TO IGNITE ECONOMIC PROSPERITY,TOM HOMAN FORMER ACTING ICE DIRECTOR TRUMP'S PLAN TO IGNITE ECONOMIC PROSPERITY
11961,2024-11-10 15:31:00,FOXNEWSW,2,FOXNEWSW_20241110_150000_Sunday_Morning_Futures_With_Maria_Bartiromo/start/1860,Ll ASVINEED'S. T BT\ [. TRUMP'S PLAN TO IGNITE ECONOMIC PROSPERITY. AND STOP ILLEGAL IMMIGRATION AT U.S. BORDERS,Ll ASVINEEDS T BT TRUMPS PLAN TO IGNITE ECONOMIC PROSPERITY AND STOP ILLEGAL IMMIGRATION AT US BORDERS,ILLEGAL IMMIGRATION AT US BORDERS
11962,2024-11-10 15:53:57,MSNBCW,4,MSNBCW_20241110_150000_Velshi/start/3180,"| STATE ATTORNEYS GENERAL VOW TO PROTECT. IMMIGRANTS, REPRODUCTIVE RIGHTS",STATE ATTORNEYS GENERAL VOW TO PROTECT IMMIGRANTS REPRODUCTIVE RIGHTS,PROTECT IMMIGRANTS REPRODUCTIVE RIGHTS
11965,2024-11-10 19:12:04,MSNBCW,15,MSNBCW_20241110_190000_Alex_Witt_Reports/start/720,4 FUTURE DHS SECRETARY WILL LEAD TRUMP'S DEPORTATION PLAN,4 FUTURE DHS SECRETARY WILL LEAD TRUMPS DEPORTATION PLAN,TRUMPS DEPORTATION PLAN
11968,2024-11-10 21:08:00,FOXNEWSW,3,FOXNEWSW_20241110_210000_Fox_News_Live/start/480,"F 7.. TRUMP PROMISES ""LARGEST DEPORTATION PROGRAM""",F 7 TRUMP PROMISES LARGEST DEPORTATION PROGRAM,LARGEST DEPORTATION PROGRAM
11970,2024-11-10 21:50:13,CNNW,49,CNNW_20241110_210000_CNN_Newsroom_With_Fredricka_Whitfield/start/3000,2024 SET TO EXCEED THRESHOLD SCIENTISTS WARNED ABOUT. . Scientists predict 1.2 billion people will become climate refugees by 2050,2024 SET TO EXCEED THRESHOLD SCIENTISTS WARNED ABOUT Scientists predict 12 billion people will become climate refugees by 2050,CLIMATE REFUGEES BY 2050
11971,2024-11-10 22:06:35,MSNBCW,26,MSNBCW_20241110_220000_PoliticsNation/start/360,". TRUMP, GOP PROMISE MASS DETENTIONS, DEPORTATIONS",TRUMP GOP PROMISE MASS DETENTIONS DEPORTATIONS,MASS DETENTIONS DEPORTATIONS
11973,2024-11-10 23:22:00,CNNW,14,CNNW_20241110_230000_CNN_Newsroom/start/1320,HOW TRUMP FLIPPED LARGELY HISPANIC SOUTH TEXAS,HOW TRUMP FLIPPED LARGELY HISPANIC SOUTH TEXAS,HISPANIC SOUTH TEXAS
11976,2024-11-10 23:23:30,CNNW,13,CNNW_20241110_230000_CNN_Newsroom/start/1380,"TRUMP: ""NO CHOICE"" BUT TO CARRY OUT MASS DEPORTATION PLAN",TRUMP NO CHOICE BUT TO CARRY OUT MASS DEPORTATION PLAN,TRUMP NO CHOICE BUT TO CARRY OUT MASS DEPORTATION PLAN
11977,2024-11-10 23:32:48,FOXNEWSW,5,FOXNEWSW_20241110_230000_Fox_Report_With_Jon_Scott/start/1920,NEW MIGRANT CARAVAN APPROACHING FROM MEXICO,NEW MIGRANT CARAVAN APPROACHING FROM MEXICO,NEW MIGRANT CARAVAN APPROACHING FROM MEXICO
11979,2024-11-11 00:29:00,FOXNEWSW,2,FOXNEWSW_20241111_000000_The_Big_Weekend_Show/start/1740,A R AR T AR =. | TRUMP TO LAUNCH MASSIVE DEPORTATION PROGRAM,A R AR T AR TRUMP TO LAUNCH MASSIVE DEPORTATION PROGRAM,TRUMP TO LAUNCH MASSIVE DEPORTATION PROGRAM
11980,2024-11-11 00:29:16,FOXNEWSW,2,FOXNEWSW_20241111_000000_The_Big_Weekend_Show/start/1740,ILLEGAL MIGRANT CROSSINGS SKYROCKET UNDER BIDEN,ILLEGAL MIGRANT CROSSINGS SKYROCKET UNDER BIDEN,ILLEGAL MIGRANT CROSSINGS SKYROCKET UNDER BIDEN
11981,2024-11-11 00:31:57,FOXNEWSW,2,FOXNEWSW_20241111_000000_The_Big_Weekend_Show/start/1860,TRUMP SETS THE STAGE FOR MASS DEPORTATIONS,TRUMP SETS THE STAGE FOR MASS DEPORTATIONS,TRUMP SETS THE STAGE FOR MASS DEPORTATIONS
11983,2024-11-11 00:49:51,MSNBCW,8,MSNBCW_20241111_000000_Ayman/start/2940,"' TRUMP, ALLIES PROMISE MASS DEPORTATIONS ON DAY ONE",TRUMP ALLIES PROMISE MASS DEPORTATIONS ON DAY ONE,TRUMP ALLIES PROMISE MASS DEPORTATIONS ON DAY ONE
11984,2024-11-11 00:51:07,MSNBCW,3,MSNBCW_20241111_000000_Ayman/start/3060,. IMMIGRANT RIGHTS GROUPS PREPARE FOR SECOND TRUMP TERM,IMMIGRANT RIGHTS GROUPS PREPARE FOR SECOND TRUMP TERM,IMMIGRANT RIGHTS GROUPS PREPARE FOR SECOND TRUMP TERM
11985,2024-11-11 00:53:18,MSNBCW,2,MSNBCW_20241111_000000_Ayman/start/3180,. DEM GOVERNORS COMMIT TO PROTECTING IMMIGRANT FAMILIES,DEM GOVERNORS COMMIT TO PROTECTING IMMIGRANT FAMILIES,DEM GOVERNORS COMMIT TO PROTECTING IMMIGRANT FAMILIES
11986,2024-11-11 01:33:09,CNNW,5,CNNW_20241111_010000_CNN_Newsroom/start/1980,TRUMP'S ECONOMIC PLAN: TARIFFS & MASS DEPORTATIONS,TRUMPS ECONOMIC PLAN TARIFFS MASS DEPORTATIONS,TRUMPS ECONOMIC PLAN TARIFFS MASS DEPORTATIONS
11990,2024-11-11 01:52:49,MSNBCW,5,MSNBCW_20241111_010000_Ayman/start/3120,. NYC TRUMP SUPPORTERS POINT TO CRIME AND IMMIGRATION,NYC TRUMP SUPPORTERS POINT TO CRIME AND IMMIGRATION,NYC TRUMP SUPPORTERS POINT TO CRIME AND IMMIGRATION
11991,2024-11-11 02:00:16,CNNW,46,CNNW_20241111_010000_CNN_Newsroom/start/3600,TRUMP EXPECTED TO REHIRE ICE DIRECTOR WHO OVERSAW. CONTROVERSIAL FAMILY SEPARATION POLICY IN FIRST TERM,TRUMP EXPECTED TO REHIRE ICE DIRECTOR WHO OVERSAW CONTROVERSIAL FAMILY SEPARATION POLICY IN FIRST TERM,TRUMP EXPECTED TO REHIRE ICE DIRECTOR WHO OVERSAW CONTROVERSIAL FAMILY SEPARATION POLICY IN FIRST TERM
11992,2024-11-11 02:01:09,CNNW,4,CNNW_20241111_020000_CNN_Newsroom/start/60,Tom Homan | Trumpâs Former Acting ICE Director,Tom Homan Trumps Former Acting ICE Director,Tom Homan Trumps Former Acting ICE Director
11993,2024-11-11 02:23:42,CNNW,13,CNNW_20241111_020000_CNN_Newsroom/start/1380,IMMIGRATION: WHO & WHAT'S COMING,IMMIGRATION WHO WHATS COMING,IMMIGRATION WHO WHATS COMING
