,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
12440,2023-12-17 23:06:13,MSNBCW,2,MSNBCW_20231217_230000_American_Voices_With_Alicia_Menendez/start/360,""" NOW: WH & SENATE NEGOTIATORS MEETING TO TRY TO. STRIKE DEAL ON BORDER POLICY CHANGES",NOW WH SENATE NEGOTIATORS MEETING TO TRY TO STRIKE DEAL ON BORDER POLICY CHANGES,NOW WH SENATE NEGOTIATORS MEETING TO TRY TO STRIKE DEAL ON BORDER POLICY CHANGES
12441,2023-12-17 23:08:10,MSNBCW,2,MSNBCW_20231217_230000_American_Voices_With_Alicia_Menendez/start/480,. HAPPENING NOW: HOMELAND SECURITY SEC. MAYORKAS. MEETING WITH SENATORS FOR BORDER NEGOTIATIONS,HAPPENING NOW HOMELAND SECURITY SEC MAYORKAS MEETING WITH SENATORS FOR BORDER NEGOTIATIONS,HAPPENING NOW HOMELAND SECURITY SEC MAYORKAS MEETING WITH SENATORS FOR BORDER NEGOTIATIONS
12442,2023-12-17 23:08:34,MSNBCW,7,MSNBCW_20231217_230000_American_Voices_With_Alicia_Menendez/start/480,""" HAPPENING NOW: SENATE BORDER NEGOTIATIONS. AS TRUMP RAMPS UP ANTI-IMMIGRANT RHETORIC",HAPPENING NOW SENATE BORDER NEGOTIATIONS AS TRUMP RAMPS UP ANTIIMMIGRANT RHETORIC,HAPPENING NOW SENATE BORDER NEGOTIATIONS AS TRUMP RAMPS UP ANTIIMMIGRANT RHETORIC
12443,2023-12-17 23:12:06,CNNW,10,CNNW_20231217_230000_CNN_Newsroom_With_Jim_Acosta/start/720,TRUMP REPEATS ANTI-IMMIGRANT COMMENTS ON CAMPAIGN TRAIL. . Michael LaRosa | Democratic Strategist,TRUMP REPEATS ANTIIMMIGRANT COMMENTS ON CAMPAIGN TRAIL Michael LaRosa Democratic Strategist,TRUMP REPEATS ANTIIMMIGRANT COMMENTS ON CAMPAIGN TRAIL
12444,2023-12-17 23:21:54,FOXNEWSW,2,FOXNEWSW_20231217_230000_Fox_Report_With_Jon_Scott/start/1260,". TRUMP: IMMIGRANTS ""POISONING THE BLOOD"" OF U.S.",TRUMP IMMIGRANTS POISONING THE BLOOD OF US,TRUMP IMMIGRANTS POISONING THE BLOOD OF US
12446,2023-12-18 00:01:37,CNNW,20,CNNW_20231218_000000_CNN_Newsroom_With_Jim_Acosta/start/60,TONIGHT: TRUMP REPEATS ANTI-IMMIGRANT RHETORIC AT NV RALLY. . Alayna Treene | Â©W Reporter,TONIGHT TRUMP REPEATS ANTIIMMIGRANT RHETORIC AT NV RALLY Alayna Treene W Reporter,TONIGHT TRUMP REPEATS ANTIIMMIGRANT RHETORIC AT NV RALLY
12447,2023-12-18 00:01:57,CNNW,3,CNNW_20231218_000000_CNN_Newsroom_With_Jim_Acosta/start/60,"TONIGHT: TRUMP REPEATS INCENDIARY ANTI-IMMIGRANT RHETORIC. . Trump says immigrants are coming from ""prisons"" and ""mental hospitals""",TONIGHT TRUMP REPEATS INCENDIARY ANTIIMMIGRANT RHETORIC Trump says immigrants are coming from prisons and mental hospitals,TONIGHT TRUMP REPEATS INCENDIARY ANTIIMMIGRANT RHETORIC Trump says immigrants are coming from prisons and mental hospitals
12448,2023-12-18 00:02:00,CNNW,62,CNNW_20231218_000000_CNN_Newsroom_With_Jim_Acosta/start/120,"TRUMP VOWS ""LARGEST DEPORTATION OPERATION IN AMERICAN HISTORY""",TRUMP VOWS LARGEST DEPORTATION OPERATION IN AMERICAN HISTORY,TRUMP VOWS LARGEST DEPORTATION OPERATION IN AMERICAN HISTORY
12449,2023-12-18 00:05:17,CNNW,45,CNNW_20231218_000000_CNN_Newsroom_With_Jim_Acosta/start/300,BORDER AUTHORITIES TO SUSPEND RAIL OPERATIONS. ON SOUTHERN BORDER DUE TO MIGRANT SURGE,BORDER AUTHORITIES TO SUSPEND RAIL OPERATIONS ON SOUTHERN BORDER DUE TO MIGRANT SURGE,BORDER AUTHORITIES TO SUSPEND RAIL OPERATIONS ON SOUTHERN BORDER DUE TO MIGRANT SURGE
12450,2023-12-18 00:08:25,CNNW,27,CNNW_20231218_000000_CNN_Newsroom_With_Jim_Acosta/start/480,TONIGHT: TRUMP REPEATS INCENDIARY ANTI-IMMIGRANT RHETORIC,TONIGHT TRUMP REPEATS INCENDIARY ANTIIMMIGRANT RHETORIC,TONIGHT TRUMP REPEATS INCENDIARY ANTIIMMIGRANT RHETORIC
12451,2023-12-18 00:10:55,CNNW,7,CNNW_20231218_000000_CNN_Newsroom_With_Jim_Acosta/start/600,"TONIGHT: TRUMP REPEATS INCENDIARY ANTI-IMMIGRANT RHETORIC. . Trump describes migrant crossings into the U.S. as ""invading""",TONIGHT TRUMP REPEATS INCENDIARY ANTIIMMIGRANT RHETORIC Trump describes migrant crossings into the US as invading,TONIGHT TRUMP REPEATS INCENDIARY ANTIIMMIGRANT RHETORIC Trump describes migrant crossings into the US as invading
12457,2023-12-18 06:42:27,CNNW,19,CNNW_20231218_060000_CNN_Newsroom_Live/start/2520,"TRUMP VOWS ""LARGEST DEPORTATION"" IN U.S. HISTORY",TRUMP VOWS LARGEST DEPORTATION IN US HISTORY,TRUMP VOWS LARGEST DEPORTATION IN US HISTORY
12458,2023-12-18 06:46:17,CNNW,16,CNNW_20231218_060000_CNN_Newsroom_Live/start/2760,TRUMP RAMPS UP ANTI-IMMIGRATION RHETORIC AT NEVADA RALLY. . Donald Trump U.S. Republican Presidential Candidate,TRUMP RAMPS UP ANTIIMMIGRATION RHETORIC AT NEVADA RALLY Donald Trump US Republican Presidential Candidate,TRUMP RAMPS UP ANTI-IMMIGRATION RHETORIC AT NEVADA RALLY
12459,2023-12-18 06:46:35,CNNW,28,CNNW_20231218_060000_CNN_Newsroom_Live/start/2760,U.S. SENATORS STRUGGLE TO REACH DEAL ON IMMIGRATION REFORM,US SENATORS STRUGGLE TO REACH DEAL ON IMMIGRATION REFORM,US SENATORS STRUGGLE TO REACH DEAL ON IMMIGRATION REFORM
12461,2023-12-18 07:11:29,CNNW,5,CNNW_20231218_070000_CNN_Newsroom_Live/start/660,"TRUMP: ILLEGAL IMMIGRANTS ""POISONING THE BLOOD"" OF AMERICA. . Alayna Treene | Â©W Reporter",TRUMP ILLEGAL IMMIGRANTS POISONING THE BLOOD OF AMERICA Alayna Treene W Reporter,TRUMP ILLEGAL IMMIGRANTS POISONING THE BLOOD OF AMERICA
12462,2023-12-18 07:12:43,CNNW,11,CNNW_20231218_070000_CNN_Newsroom_Live/start/720,"TRUMP: IMMIGRANTS ARE ""POISONING THE BLOOD"" OF AMERICA. . Ron Brownstein @W Senior Political Analyst",TRUMP IMMIGRANTS ARE POISONING THE BLOOD OF AMERICA Ron Brownstein W Senior Political Analyst,TRUMP IMMIGRANTS ARE POISONING THE BLOOD OF AMERICA
12464,2023-12-18 07:35:11,CNNW,39,CNNW_20231218_070000_CNN_Newsroom_Live/start/2100,PAKISTAN CRACKS DOWN ON UNDOCUMENTED AFGHAN MIGRANTS,PAKISTAN CRACKS DOWN ON UNDOCUMENTED AFGHAN MIGRANTS,PAKISTAN CRACKS DOWN ON UNDOCUMENTED AFGHAN MIGRANTS
12465,2023-12-18 08:16:59,CNNW,3,CNNW_20231218_080000_CNN_Newsroom_Live/start/960,DONALD TRUMP RAMPS UP ANTI-IMMIGRATION RHETORIC. . Brownstein: Republicans aren't backing away from Trump,DONALD TRUMP RAMPS UP ANTIIMMIGRATION RHETORIC Brownstein Republicans arent backing away from Trump,DONALD TRUMP RAMPS UP ANTI-IMMIGRATION RHETORIC
12469,2023-12-18 09:19:44,CNNW,8,CNNW_20231218_090000_CNN_Newsroom_Live/start/1140,U.S. IMMIGRATION DEAL IN LIMBO,US IMMIGRATION DEAL IN LIMBO,US IMMIGRATION DEAL IN LIMBO
12470,2023-12-18 10:02:21,MSNBCW,10,MSNBCW_20231218_100000_Way_Too_Early_With_Jonathan_Lemire/start/120,. TRUMP ECHOES AUTHORITARIANS WITH ANTI- IMMIGRANT REMARK,TRUMP ECHOES AUTHORITARIANS WITH ANTI IMMIGRANT REMARK,TRUMP ECHOES AUTHORITARIANS WITH ANTI IMMIGRANT REMARK
12471,2023-12-18 10:05:48,CNNW,14,CNNW_20231218_100000_Early_Start_With_Kasie_Hunt/start/300,"TRUMP RAMPS UP ANTI-IMMIGRANT RHETORIC ON CAMPAIGN TRAIL. . Eugene Scott | Senior Politics Reporter, Axios",TRUMP RAMPS UP ANTIIMMIGRANT RHETORIC ON CAMPAIGN TRAIL Eugene Scott Senior Politics Reporter Axios,TRUMP RAMPS UP ANTIIMMIGRANT RHETORIC ON CAMPAIGN TRAIL
12472,2023-12-18 10:23:34,FOXNEWSW,2,FOXNEWSW_20231218_100000_FOX__Friends_First/start/1380,POLL: MOST SUPPORT MEASURES TO STRENGTHEN BORDER,POLL MOST SUPPORT MEASURES TO STRENGTHEN BORDER,POLL MOST SUPPORT MEASURES TO STRENGTHEN BORDER
12473,2023-12-18 10:47:00,FOXNEWSW,4,FOXNEWSW_20231218_100000_FOX__Friends_First/start/2820,"NYC MAYOR SAYS HE COULD FIX MIGRANT CRISIS. IF HE WERE IN WHITE HOUSE 37,730.00",NYC MAYOR SAYS HE COULD FIX MIGRANT CRISIS IF HE WERE IN WHITE HOUSE 3773000,NYC MAYOR SAYS HE COULD FIX MIGRANT CRISIS IF HE WERE IN WHITE HOUSE
12474,2023-12-18 10:54:00,MSNBCW,2,MSNBCW_20231218_100000_Way_Too_Early_With_Jonathan_Lemire/start/3240,! SENATORS TO RETURN TO CAPITOL TODAY. AMID IMMIGRATION REFORM DEAL NEGOTIATIONS,SENATORS TO RETURN TO CAPITOL TODAY AMID IMMIGRATION REFORM DEAL NEGOTIATIONS,SENATORS TO RETURN TO CAPITOL TODAY AMID IMMIGRATION REFORM DEAL NEGOTIATIONS
12475,2023-12-18 11:04:00,FOXNEWSW,3,FOXNEWSW_20231218_110000_FOX_and_Friends/start/240,CBP SUSPENDS RAIL OPERATIONS AT INTERNATIONAL |S. CROSSINGS INTO TEXAS AS MIGRANT SURGE GROWS [=,CBP SUSPENDS RAIL OPERATIONS AT INTERNATIONAL S CROSSINGS INTO TEXAS AS MIGRANT SURGE GROWS,CBP SUSPENDS RAIL OPERATIONS AT INTERNATIONAL CROSSINGS INTO TEXAS AS MIGRANT SURGE GROWS
12476,2023-12-18 11:08:28,FOXNEWSW,3,FOXNEWSW_20231218_110000_FOX_and_Friends/start/480,v. SEN GRAHAM WARNS ABOUT POTENTIAL TERROR ATTACK. AS BORDER CRISIS WORSENS,v SEN GRAHAM WARNS ABOUT POTENTIAL TERROR ATTACK AS BORDER CRISIS WORSENS,SEN GRAHAM WARNS ABOUT POTENTIAL TERROR ATTACK AS BORDER CRISIS WORSENS
12477,2023-12-18 11:15:17,CNNW,37,CNNW_20231218_110000_CNN_This_Morning/start/900,TRUMP TAKING MIGRANT RHETORIC TO DARK NEW EXTREMES,TRUMP TAKING MIGRANT RHETORIC TO DARK NEW EXTREMES,TRUMP TAKING MIGRANT RHETORIC TO DARK NEW EXTREMES
12479,2023-12-18 11:20:04,CNNW,38,CNNW_20231218_110000_CNN_This_Morning/start/1200,TRUMP AMPS UP ANTI-IMMIGRANT RHETORIC,TRUMP AMPS UP ANTIIMMIGRANT RHETORIC,TRUMP AMPS UP ANTIIMMIGRANT RHETORIC
12480,2023-12-18 11:20:42,CNNW,5,CNNW_20231218_110000_CNN_This_Morning/start/1200,TRUMP AMPS UP INCENDIARY ANTI-IMMIGRANT RHETORIC. . Lee Carter | Former Republican Strategist & Pollster,TRUMP AMPS UP INCENDIARY ANTIIMMIGRANT RHETORIC Lee Carter Former Republican Strategist Pollster,TRUMP AMPS UP INCENDIARY ANTIIMMIGRANT RHETORIC
12483,2023-12-18 11:22:57,CNNW,5,CNNW_20231218_110000_CNN_This_Morning/start/1320,TRUMP'S IMMIGRATION RHETORIC DRAWS COMPARISONS TO NAZI GERMANY,TRUMPS IMMIGRATION RHETORIC DRAWS COMPARISONS TO NAZI GERMANY,TRUMP'S IMMIGRATION RHETORIC DRAWS COMPARISONS TO NAZI GERMANY
12484,2023-12-18 12:06:57,CNNW,5,CNNW_20231218_120000_CNN_This_Morning/start/360,RAILWAY BORDER CROSSINGS CLOSED DUE TO MIGRANT SURGE,RAILWAY BORDER CROSSINGS CLOSED DUE TO MIGRANT SURGE,RAILWAY BORDER CROSSINGS CLOSED DUE TO MIGRANT SURGE
12486,2023-12-18 12:10:59,MSNBCW,3,MSNBCW_20231218_110000_Morning_Joe/start/4200,' | TRUMP DIALS UP ANTI-IMMIGRANT RHETORIC,TRUMP DIALS UP ANTIIMMIGRANT RHETORIC,TRUMP DIALS UP ANTIIMMIGRANT RHETORIC
12487,2023-12-18 12:12:36,MSNBCW,2,MSNBCW_20231218_110000_Morning_Joe/start/4320,! 'TRUMP AGAIN USES RACIST RHETORIC ABOUT IMMIGRANTS,TRUMP AGAIN USES RACIST RHETORIC ABOUT IMMIGRANTS,TRUMP AGAIN USES RACIST RHETORIC ABOUT IMMIGRANTS
12489,2023-12-18 14:02:15,CNNW,47,CNNW_20231218_140000_CNN_News_Central/start/120,TRUMP TRIES TO STOKE FEARS WITH ANTI-IMMIGRANT RHETORIC,TRUMP TRIES TO STOKE FEARS WITH ANTIIMMIGRANT RHETORIC,TRUMP TRIES TO STOKE FEARS WITH ANTIIMMIGRANT RHETORIC
12490,2023-12-18 14:04:40,CNNW,17,CNNW_20231218_140000_CNN_News_Central/start/240,"TRUMP'S CLAIM THAT MIGRANTS ARE ""POISONING THE BLOOD OF OUR. COUNTRY"" CONDEMNED FOR TIES TO WHITE SUPREMACIST RHETORIC",TRUMPS CLAIM THAT MIGRANTS ARE POISONING THE BLOOD OF OUR COUNTRY CONDEMNED FOR TIES TO WHITE SUPREMACIST RHETORIC,TRUMP'S CLAIM THAT MIGRANTS ARE POISONING THE BLOOD OF OUR COUNTRY CONDEMNED FOR TIES TO WHITE SUPREMACIST RHETORIC
12491,2023-12-18 14:09:55,CNNW,6,CNNW_20231218_140000_CNN_News_Central/start/540,TRUMP'S RHETORIC ON MIGRANTS DRAWS COMPARISONS TO NAZI GERMANY. . John Avion @W Senior Political Analyst & Anchor,TRUMPS RHETORIC ON MIGRANTS DRAWS COMPARISONS TO NAZI GERMANY John Avion W Senior Political Analyst Anchor,TRUMP'S RHETORIC ON MIGRANTS DRAWS COMPARISONS TO NAZI GERMANY
12492,2023-12-18 14:19:00,FOXNEWSW,2,FOXNEWSW_20231218_140000_Americas_Newsroom/start/1140,ï¬QON ST0P FLOW OF MIGRANTS TRAINS BORDER RESOURCES,QON ST0P FLOW OF MIGRANTS TRAINS BORDER RESOURCES,STOP FLOW OF MIGRANTS TRAINS BORDER RESOURCES
12493,2023-12-18 15:25:11,MSNBCW,12,MSNBCW_20231218_150000_Ana_Cabrera_Reports/start/1500,! VOTERS REACT TO TRUMP'S REMARKS ON IMMIGRATION,VOTERS REACT TO TRUMPS REMARKS ON IMMIGRATION,VOTERS REACT TO TRUMP'S REMARKS ON IMMIGRATION
12494,2023-12-18 15:33:37,FOXNEWSW,11,FOXNEWSW_20231218_150000_Americas_Newsroom/start/1980,"67K MIGRANTS FLOOD NYC SHELTERS, DRAIN FUNDS",67K MIGRANTS FLOOD NYC SHELTERS DRAIN FUNDS,67K MIGRANTS FLOOD NYC SHELTERS DRAIN FUNDS
12495,2023-12-18 15:34:15,FOXNEWSW,2,FOXNEWSW_20231218_150000_Americas_Newsroom/start/2040,F\ION-STOP FLOW OF MIGRANTS STRAINS BORDER RESOURCES,FIONSTOP FLOW OF MIGRANTS STRAINS BORDER RESOURCES,STOP FLOW OF MIGRANTS STRAINS BORDER RESOURCES
12498,2023-12-18 17:09:36,CNNW,4,CNNW_20231218_170000_Inside_Politics_With_Dana_Bash/start/540,"TRUMP: MIGRANTS ARE ""POISONING THE BLOOD OF OUR COUNTRY"". Ayesha Rascoe | NPR Host, ""Weekend Edition Sunday"" and ""Up First""",TRUMP MIGRANTS ARE POISONING THE BLOOD OF OUR COUNTRY Ayesha Rascoe NPR Host Weekend Edition Sunday and Up First,TRUMP: MIGRANTS ARE POISONING THE BLOOD OF OUR COUNTRY
12500,2023-12-18 17:20:12,CNNW,17,CNNW_20231218_170000_Inside_Politics_With_Dana_Bash/start/1200,SENATORS SCRAMBLE TO REACH BORDER POLICY DEAL BEFORE HOLIDAYS,SENATORS SCRAMBLE TO REACH BORDER POLICY DEAL BEFORE HOLIDAYS,SENATORS SCRAMBLE TO REACH BORDER POLICY DEAL BEFORE HOLIDAYS
12501,2023-12-18 17:22:27,CNNW,4,CNNW_20231218_170000_Inside_Politics_With_Dana_Bash/start/1320,"WHITE HOUSE, SENATE RACE TO REACH A BORDER DEAL BEFORE HOLIDAYS",WHITE HOUSE SENATE RACE TO REACH A BORDER DEAL BEFORE HOLIDAYS,WHITE HOUSE SENATE RACE TO REACH A BORDER DEAL BEFORE HOLIDAYS
12502,2023-12-18 17:22:47,MSNBCW,8,MSNBCW_20231218_170000_Andrea_Mitchell_Reports/start/1320,' || TRUMP ATTACKS IMMIGRANTS & PRAISES DICTATORS,TRUMP ATTACKS IMMIGRANTS PRAISES DICTATORS,TRUMP ATTACKS IMMIGRANTS PRAISES DICTATORS
12503,2023-12-18 17:23:53,CNNW,8,CNNW_20231218_170000_Inside_Politics_With_Dana_Bash/start/1380,"DEAL WOULD POTENTIALLY INCLUDE TOUGHER RULES TO CLAIM. ASYLUM, EXPANDED USE OF FAST-TRACK DEPORTATION PROCEDURES",DEAL WOULD POTENTIALLY INCLUDE TOUGHER RULES TO CLAIM ASYLUM EXPANDED USE OF FASTTRACK DEPORTATION PROCEDURES,DEAL WOULD POTENTIALLY INCLUDE TOUGHER RULES TO CLAIM ASYLUM EXPANDED USE OF FASTTRACK DEPORTATION PROCEDURES
12504,2023-12-18 17:26:26,FOXNEWSW,2,FOXNEWSW_20231218_170000_Outnumbered/start/1560,NYC OVERWHELMED BY HISTORIC INFLUX OF MIGRANTS,NYC OVERWHELMED BY HISTORIC INFLUX OF MIGRANTS,NYC OVERWHELMED BY HISTORIC INFLUX OF MIGRANTS
12508,2023-12-18 18:01:30,MSNBCW,4,MSNBCW_20231218_180000_Chris_Jansing_Reports/start/60,"""PROGRESS"" BUT NO DEAL ON IMMIGRATION REFORMS",PROGRESS BUT NO DEAL ON IMMIGRATION REFORMS,PROGRESS BUT NO DEAL ON IMMIGRATION REFORMS
12509,2023-12-18 18:14:00,FOXNEWSW,2,FOXNEWSW_20231218_180000_America_Reports/start/840,"NOW: MIGRANTS POURINTOUS VIA BORDER INTX, AL |guiieec. . WED %43 C3:. â /F NEW C |l THU %46 Â¢ 36",NOW MIGRANTS POURINTOUS VIA BORDER INTX AL guiieec WED 43 C3 F NEW C l THU 46 36,NOW MIGRANTS POUR INTO US VIA BORDER INTX
12510,2023-12-18 18:15:39,MSNBCW,6,MSNBCW_20231218_180000_Chris_Jansing_Reports/start/900,"""'4 SENATE NEGOTIATORS MEET TODAY TO DISCUSS IMMIGRATION",4 SENATE NEGOTIATORS MEET TODAY TO DISCUSS IMMIGRATION,4 SENATE NEGOTIATORS MEET TODAY TO DISCUSS IMMIGRATION
12512,2023-12-18 18:20:00,CNNW,10,CNNW_20231218_180000_CNN_News_Central/start/1200,SENATE SCRAMBLES ON BORDER DEAL AS MIGRANT CROSSINGS SURGE,SENATE SCRAMBLES ON BORDER DEAL AS MIGRANT CROSSINGS SURGE,SENATE SCRAMBLES ON BORDER DEAL AS MIGRANT CROSSINGS SURGE
12513,2023-12-18 18:21:40,CNNW,8,CNNW_20231218_180000_CNN_News_Central/start/1260,"LAWMAKERS SKEPTICAL BORDER DEAL, UKRAINE AID WILL PASS THIS YEAR. . Manu Raju @WN Anchor, Inside Politics Sunday With Manu Raju",LAWMAKERS SKEPTICAL BORDER DEAL UKRAINE AID WILL PASS THIS YEAR Manu Raju WN Anchor Inside Politics Sunday With Manu Raju,LAWMAKERS SKEPTICAL BORDER DEAL UKRAINE AID WILL PASS THIS YEAR
12514,2023-12-18 18:23:00,CNNW,27,CNNW_20231218_180000_CNN_News_Central/start/1380,"TRUMP STOKES FEAR ON IMMIGRATION, INVOKES NAZI RHETORIC",TRUMP STOKES FEAR ON IMMIGRATION INVOKES NAZI RHETORIC,TRUMP STOKES FEAR ON IMMIGRATION INVOKES NAZI RHETORIC
12515,2023-12-18 18:23:45,CNNW,2,CNNW_20231218_180000_CNN_News_Central/start/1380,TRUMP RAMPS UP ANTI-IMMIGRANT TALK WITH 4 WEEKS TO I0WA CAUCUSES,TRUMP RAMPS UP ANTIIMMIGRANT TALK WITH 4 WEEKS TO I0WA CAUCUSES,TRUMP RAMPS UP ANTI-IMMIGRANT TALK WITH 4 WEEKS TO IOWA CAUCUSES
12516,2023-12-18 19:15:25,MSNBCW,4,MSNBCW_20231218_190000_Chris_Jansing_Reports/start/900,"WH: TRUMP'S IMMIGRANT COMMENTS ARE ""FASCIST""",WH TRUMPS IMMIGRANT COMMENTS ARE FASCIST,WH TRUMPS IMMIGRANT COMMENTS ARE FASCIST
12517,2023-12-18 19:16:29,CNNW,28,CNNW_20231218_190000_CNN_News_Central/start/960,"TRUMP SAYS MIGRANTS ARE ""POISONING THE BLOOD OF OUR. COUNTRY,"" ECHOING WHITE SUPREMACIST RHETORIC",TRUMP SAYS MIGRANTS ARE POISONING THE BLOOD OF OUR COUNTRY ECHOING WHITE SUPREMACIST RHETORIC,TRUMP SAYS MIGRANTS ARE POISONING THE BLOOD OF OUR COUNTRY ECHOING WHITE SUPREMACIST RHETORIC
12518,2023-12-18 19:17:41,MSNBCW,2,MSNBCW_20231218_190000_Chris_Jansing_Reports/start/1020,". TRUMP PRAISES DICTATORS, RAILS AGAINST IMMIGRANTS",TRUMP PRAISES DICTATORS RAILS AGAINST IMMIGRANTS,TRUMP PRAISES DICTATORS RAILS AGAINST IMMIGRANTS
12520,2023-12-18 20:01:10,CNNW,15,CNNW_20231218_200000_CNN_News_Central/start/60,"TEXAS GOV, ABBOTT TO SIGN CONTROVERSIAL IMMIGRATION BILL",TEXAS GOV ABBOTT TO SIGN CONTROVERSIAL IMMIGRATION BILL,TEXAS GOV ABBOTT TO SIGN CONTROVERSIAL IMMIGRATION BILL
12521,2023-12-18 20:01:26,CNNW,10,CNNW_20231218_200000_CNN_News_Central/start/60,TRUMP STOKES FEAR ON IMMIGRATION,TRUMP STOKES FEAR ON IMMIGRATION,TRUMP STOKES FEAR ON IMMIGRATION
12522,2023-12-18 20:04:00,CNNW,13,CNNW_20231218_200000_CNN_News_Central/start/240,U.S. SUSPENDS TWO TX RAIL CROSSINGS DUE TO MIGRANT SURGE. . Rail industry wants Biden admin. to immediately reopen the bridges,US SUSPENDS TWO TX RAIL CROSSINGS DUE TO MIGRANT SURGE Rail industry wants Biden admin to immediately reopen the bridges,US SUSPENDS TWO TX RAIL CROSSINGS DUE TO MIGRANT SURGE Rail industry wants Biden admin to immediately reopen the bridges
12524,2023-12-18 20:58:39,MSNBCW,13,MSNBCW_20231218_200000_Katy_Tur_Reports/start/3480,"NEW INFORMATION ON DUVAN PEREZ, 16-YEAR-OLD IMMIGRANT. WHO DIED WORKING IN A U.S. SLAUGHTERHOUSE",NEW INFORMATION ON DUVAN PEREZ 16YEAROLD IMMIGRANT WHO DIED WORKING IN A US SLAUGHTERHOUSE,NEW INFORMATION ON DUVAN PEREZ 16-YEAR-OLD IMMIGRANT WHO DIED WORKING IN A US SLAUGHTERHOUSE
12525,2023-12-18 21:00:07,MSNBCW,2,MSNBCW_20231218_200000_Katy_Tur_Reports/start/3600,"DEPT. OF LABOR: 6,000 CHILDREN WORKED. ILLEGALLY IN U.S. IN 2023",DEPT OF LABOR 6000 CHILDREN WORKED ILLEGALLY IN US IN 2023,DEPT OF LABOR 6000 CHILDREN WORKED ILLEGALLY IN US IN 2023
12526,2023-12-18 21:00:43,MSNBCW,18,MSNBCW_20231218_200000_Katy_Tur_Reports/start/3600,' | TRUMP PRAISES AUTHORITARIAN LEADERS AT RALLY. ECHOES HITLER'S MEIN KAMPF WITH IMMIGRATION COMMENTS,TRUMP PRAISES AUTHORITARIAN LEADERS AT RALLY ECHOES HITLERS MEIN KAMPF WITH IMMIGRATION COMMENTS,TRUMP PRAISES AUTHORITARIAN LEADERS AT RALLY ECHOES HITLER'S MEIN KAMPF WITH IMMIGRATION COMMENTS
12527,2023-12-18 22:03:22,CNNW,11,CNNW_20231218_220000_The_Lead_With_Jake_Tapper/start/180,"TRUMP VOWS ""LARGEST DEPORTATION"" IN U.S, HISTORY USING 1798 LAW. . Sen. Lindsey Graham | (R) South Carolina",TRUMP VOWS LARGEST DEPORTATION IN US HISTORY USING 1798 LAW Sen Lindsey Graham R South Carolina,TRUMP VOWS LARGEST DEPORTATION IN US HISTORY USING 1798 LAW Sen Lindsey Graham R South Carolina
12528,2023-12-18 22:03:47,CNNW,11,CNNW_20231218_220000_The_Lead_With_Jake_Tapper/start/180,SEN. GRAHAM BLOWS OFF TRUMP'S ANTI-IMMIGRANT REMARK,SEN GRAHAM BLOWS OFF TRUMPS ANTIIMMIGRANT REMARK,SEN GRAHAM BLOWS OFF TRUMP'S ANTI-IMMIGRANT REMARK
12529,2023-12-18 22:04:00,CNNW,2,CNNW_20231218_220000_The_Lead_With_Jake_Tapper/start/240,"TRUMP IN 2018: ""A LOT OF PEQPLE SAY"" S0R0S FUNDS MIGRANT CARAVAN",TRUMP IN 2018 A LOT OF PEQPLE SAY S0R0S FUNDS MIGRANT CARAVAN,TRUMP IN 2018 A LOT OF PEOPLE SAY SOROS FUNDS MIGRANT CARAVAN
12531,2023-12-18 23:00:54,MSNBCW,2,MSNBCW_20231218_210000_Deadline_White_House/start/7200,"TRUMP DEMONIZES IMMIGRANTS IN NEW ""POISONING"" COMMENTS",TRUMP DEMONIZES IMMIGRANTS IN NEW POISONING COMMENTS,TRUMP DEMONIZES IMMIGRANTS IN NEW POISONING COMMENTS
12532,2023-12-18 23:01:22,MSNBCW,4,MSNBCW_20231218_230000_The_Beat_With_Ari_Melber/start/60,"BACKLASH AFTER TRUMP SAYS IMMIGRANTS. l ARE ""POISONING THE BLOOD OF OUR COUNTRY""",BACKLASH AFTER TRUMP SAYS IMMIGRANTS l ARE POISONING THE BLOOD OF OUR COUNTRY,BACKLASH AFTER TRUMP SAYS IMMIGRANTS ARE POISONING THE BLOOD OF OUR COUNTRY
12534,2023-12-18 23:01:54,MSNBCW,6,MSNBCW_20231218_230000_The_Beat_With_Ari_Melber/start/60,HISTORIANS: TRUMP INVOKING. NAZI-ERA RHETORIC TO ATTACK IMMIGRANTS,HISTORIANS TRUMP INVOKING NAZIERA RHETORIC TO ATTACK IMMIGRANTS,HISTORIANS TRUMP INVOKING NAZI RHETORIC TO ATTACK IMMIGRANTS
12536,2023-12-18 23:05:22,CNNW,20,CNNW_20231218_230000_The_Situation_Room_With_Wolf_Blitzer/start/300,TRUMP RAMPING UP ANTI-IMMIGRANT RHETORIC WITH. FOUR WEEKS TO GO BEFORE FIRST 2024 VOTES IN IOWA,TRUMP RAMPING UP ANTIIMMIGRANT RHETORIC WITH FOUR WEEKS TO GO BEFORE FIRST 2024 VOTES IN IOWA,TRUMP RAMPING UP ANTI-IMMIGRANT RHETORIC WITH FOUR WEEKS TO GO BEFORE FIRST 2024 VOTES IN IOWA
